image,smiles
img_0026.png,C1C(C(OP(=O)(O1)O)C(C2=CNC3C(N2)C(=O)NC(=N3)N)O)O
img_0027.png,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
img_0028.png,C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O
img_0029.png,C(CC(C(=O)O)N)C(CN)O
img_0030.png,CC(CO)O
img_0031.png,CCCO
img_0032.png,CCC(=O)O
img_0033.png,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
img_0034.png,CCC(=O)OP(=O)(O)O
img_0035.png,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)O
img_0036.png,CC1C2C=C3C(C(=C([N-]3)C=C4C(C(C(=CC5C(C(C(=CC(C1C=C)[N-]2)[N-]5)C)C=C)[N-]4)C)CCC(=O)O)CCC(=O)O)C.[Fe]
img_0037.png,CC1C2C=C3C(C(=C(N3)C=C4C(C(C(=CC5C(C(C(=CC(C1C=C)N2)N5)C)C=C)N4)C)CCC(=O)O)CCC(=O)O)C
img_0038.png,[H+]
img_0039.png,CC1C2CC3C(C(C(N3)CC4=C(C(C(=N4)CC5C(C(C(N5)CC(C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C
img_0040.png,CC1C(C2=NC1=CC3=NC(=CC4=C(C(C(=CC5=NC(=C2)C(=C5C=C)C)N4)C)CCC(=O)O)C(=C3C)CCC(=O)O)C=C
img_0041.png,C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
img_0042.png,C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O
img_0043.png,C1=CN=C2C(=N1)C=NC=N2
img_0044.png,C1=C2C(=NC=N1)N=CN2
img_0045.png,C(CCN)CN
img_0046.png,C1=CN=C(C=N1)C(=O)N
img_0047.png,C1=CN=C(C=N1)C(=O)O
img_0048.png,C1=CNN=C1
img_0049.png,C1=CC=NC=C1
img_0050.png,CC1=NC=C(C(=C1O)C=O)CO
img_0051.png,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
img_0052.png,CC1=NC=C(C(=C1O)CN)CO
img_0053.png,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O
img_0054.png,CC1=NC=C(C(=C1O)CO)CO
img_0055.png,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O
img_0056.png,C1NC=CC=N1
img_0057.png,C1=CC(=C(C(=C1)O)O)O
img_0058.png,OP(=O)(O)OP(=O)(O)[O-]
img_0059.png,C1C(C=NC1C(=O)O)O
img_0060.png,CC(=O)C(=O)O
img_0061.png,[O-]P(=O)([O-])[O-]
img_0062.png,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)C
img_0063.png,C1=CC(C(C1NCC2=C3C(=NC(=NC3=O)N)N=C2)O)O
img_0064.png,C1C(C(C(CC1(C(=O)O)O)O)O)O
img_0065.png,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
img_0066.png,C1=CC(=C(N=C1)C(=O)O)C(=O)O
img_0067.png,CC(C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OCC(C(C(CN1C2CC(CCC2CC3=C1NC(=O)NC3=O)O)O)O)O
img_0068.png,CSC
img_0069.png,CC1=C(C(C2=CC=CC=C2C1O)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
img_0070.png,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
img_0071.png,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
img_0072.png,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
img_0073.png,C(C1C(C(C(O1)OP(=O)(O)O)O)O)OP(=O)(O)O
img_0074.png,C(C1C(C(C(O1)OP(=O)(O)O)O)O)O
img_0075.png,C1=CC(=C(C=C1[N+](=O)O)[N+](=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
img_0076.png,CC(=O)SC(CCCCC(=O)N)CCS
img_0077.png,C[S+](CCC(=O)C(=O)O)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
img_0078.png,C[S+](CCCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
img_0079.png,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
img_0080.png,C(C(C(=O)O)N)SCC(=O)O
img_0081.png,CC(CC(=O)O)(C(=O)O)O
img_0082.png,C(CC(=O)NC(CSCO)C(=O)NCC(=O)O)C(C(=O)O)N
img_0083.png,CC(C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
img_0084.png,[O-]S(=O)(=S)[O-]
img_0085.png,OS(=O)(=O)S
img_0086.png,[O-]S(=O)S(=O)[O-]
img_0087.png,C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N
img_0088.png,CNCC(=O)O
img_0089.png,O[Se](=O)(=O)O
img_0090.png,[O-][Se](=O)[O-]
img_0091.png,O[Se](=O)O
img_0092.png,OP(=[Se])(O)O
img_0093.png,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OC(=O)C(CO)N)O)O)N
img_0094.png,C1C(C(C(C=C1C(=O)O)O)O)O
img_0095.png,C1C(C(C(C=C1C(=O)O)OP(=O)(O)O)O)O
img_0096.png,CC1(C(C2=CC3=NC(=CC4C(C(=C([N-]4)C=C5C(C(C([N-]5)C=C1[N-]2)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)C(C3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O.[Fe+3]
img_0097.png,CC1(C(C2=CC3=NC(=CC4C(C(=C(N4)C=C5C(C(C(N5)C=C1N2)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)C(C3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O
img_0098.png,CC1(C(C2=CC3=NC(=CC4=NC(CC5=NC(=C(C5CCC(=O)O)CC(=O)O)C=C1N2)C(=C4CC(=O)O)CCC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O
img_0099.png,[O-]S(=O)[O-]
img_0100.png,OS(=O)O
img_0101.png,C(C(C(C(C(=O)CO)O)O)O)O
img_0102.png,C(CCNCCCN)CN
img_0103.png,C(CCNCCCN)CNCCCN
img_0104.png,CCCCCCCCCCCCCC=CC(C(CO)N)O
img_0105.png,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C
img_0106.png,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
img_0107.png,C1CC2CCC3C4CCC(CC4CCC3C2C1)O
img_0108.png,C1CCC2C(C1)CCC3C2CCC4C3CCC4
img_0109.png,C1CS1(=O)O
img_0110.png,C(CC(=O)O)C(=O)O
img_0111.png,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
img_0112.png,C(CC(=O)O)C=O
img_0113.png,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OC(CCC(=O)O)O
img_0114.png,C1C=CC(=C(C1O)C(=O)O)C(=O)CCC(=O)O
img_0115.png,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
img_0116.png,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COP(=O)(O)O)O)O)CO)O)O)O)O
img_0117.png,[O-]S(=O)(=O)[O-]
img_0118.png,OS(=O)(=O)O
img_0119.png,O=S=O
img_0120.png,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C
img_0121.png,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C)C
img_0122.png,C(=O)C(C(=O)O)O
img_0123.png,C(CS(=O)(=O)O)N
img_0124.png,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O
img_0125.png,CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O
img_0126.png,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
img_0127.png,C1CCSC1
img_0128.png,C1CCS(=O)C1
img_0129.png,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
img_0130.png,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
img_0131.png,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O
img_0132.png,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O
img_0133.png,C(C(=O)O)S
img_0134.png,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
img_0135.png,CC1=CNC(=O)NC1=O
img_0136.png,CC1=C(SC=N1)CCO
img_0137.png,CC1=C(SC=N1)CCOP(=O)(O)O
img_0138.png,CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
img_0139.png,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O
img_0140.png,CC1=CC=CC=C1
img_0141.png,CC1=CC=CC(C1O)O
img_0142.png,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)CC(=O)O
img_0143.png,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
img_0144.png,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O
img_0145.png,C[N+](C)(C)[O-]
img_0146.png,CN(C)C
img_0147.png,C[S+](C)C
img_0148.png,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
img_0149.png,C(CCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N)CNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N
img_0150.png,C1=CC=C2C(=C1)C(=CN2)CCN
img_0151.png,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
img_0152.png,O[W](=O)(=O)O
img_0153.png,C1=CC(=CC=C1CC(C(=O)O)N)O
img_0154.png,CC1=C(C(C(=C(C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
img_0155.png,CC1=C(C(C(=C(C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
img_0156.png,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
img_0157.png,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
img_0158.png,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
img_0159.png,C1NC(C(C(O1)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O
img_0160.png,CC(C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
img_0161.png,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
img_0162.png,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)O
img_0163.png,CC(C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
img_0164.png,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(O3)C(CO)O)O)O)O)O
img_0165.png,C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O
img_0166.png,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
img_0167.png,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
img_0168.png,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O
img_0169.png,CC(C(=O)O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
img_0170.png,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O
img_0171.png,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)N)O
img_0172.png,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O
img_0173.png,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)O)C)C)C)C)C)C)C)C)C)C)C
img_0174.png,C1=CNC(=O)NC1=O
img_0175.png,C12=C(NC(=O)N1)NC(=O)NC2=O
img_0176.png,C(=O)(N)N
img_0177.png,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
img_0178.png,C1=C(NC=N1)C=CC(=O)O
img_0179.png,C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
img_0180.png,C1=C2C(C(=C(N2)C=C3C(=C(C(=N3)C=C4C(C(C(=N4)C=C5C(=C(C1=N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
img_0181.png,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
img_0182.png,CC(C)C(C(=O)O)N
img_0183.png,COC1=C(C=CC(=C1)C=O)O
img_0184.png,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
img_0185.png,OP(=O)[O-]
img_0186.png,[O-]P(=O)OP(=O)[O-]
img_0187.png,OP(=O)OP(=O)O
img_0188.png,C1=NC2=C(N1)C(=O)NC(=O)N2
img_0189.png,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O
img_0190.png,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=O)NC2=O
img_0191.png,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O
img_0192.png,C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O
img_0193.png,C(C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O)OP(=O)(O)O
img_0194.png,C1CCN=C(C1)C(=O)O
img_0195.png,CC(=C)CCOP(=O)(O)OP(=O)(O)O
img_0196.png,C1CC(N=C1)C(=O)O
img_0197.png,C(CC(C(=O)O)N)CC(C(=O)O)NC(=O)CCC(=O)O
img_0198.png,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
img_0199.png,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)O)C2=CC(=CC=C2)Cl
img_0200.png,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C(C(C(=O)C5=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C=C2
img_0201.png,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)O
img_0202.png,CCCCCC(C=CC1CC2CC(C2)C1CC=CCCCC(=O)O)O
img_0203.png,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
img_0204.png,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl
img_0205.png,CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
img_0206.png,CC(CC1=CC=CC=C1)NC
img_0207.png,CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24
img_0208.png,CC1C2CC3=C(C1(CCN2)C)C=C(C=C3)O
img_0209.png,C(C(C(=O)O)N)N1C(=O)NC(=O)O1
img_0210.png,C[NH+]1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
img_0211.png,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
img_0212.png,CC(C1=CC=C(C=C1)C2=NNN=N2)(C(=O)O)N
img_0213.png,CC1CCCC2(C1(CCCC2)O)C
img_0214.png,C1C(CC1(C(=O)O)N)C(=O)O
img_0215.png,CC(C1=C(C(=CC=C1)Cl)Cl)N
img_0216.png,C(CC(C(=O)O)N)CP(=O)(O)O
img_0217.png,C1=CC(=CC(=C1)O)C(C(=O)O)N
img_0218.png,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3
img_0219.png,CCCN(CCC)C1CCC2=C(C1)C=C(C=C2)O
img_0220.png,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O
img_0221.png,CC1=C(C(=O)NO1)CC(C(=O)O)N
img_0222.png,CC(C1=CC=C(C=C1)C(=O)O)(C(=O)O)N
img_0223.png,CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O
img_0224.png,CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O
img_0225.png,C=CCN1CCC2=C(C(=C(C=C2C(C1)C3=CC=CC=C3)O)O)Cl
img_0226.png,C1CC(C(NC1)C(=O)O)C(=O)O
img_0227.png,CN1C(CCC1=O)C2=CC=CC=N2
img_0228.png,C1CN(CC(N1)C(=O)O)CCCP(=O)(O)O
img_0229.png,CC(CC1=CC(=C(C=C1OC)I)OC)N
img_0230.png,C1C(O1)(CCCCCCOC2=CC=C(C=C2)Cl)C(=O)[O-]
img_0231.png,C1C(O1)(CCCCCCOC2=CC=C(C=C2)Cl)C(=O)O
img_0232.png,C1CN(C(=O)C1N)O
img_0233.png,C1=C(ONC1=O)C(C(=O)O)N
img_0234.png,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC
img_0235.png,CC1C2CC3=C(C1(CCN2CC=C)C)C=C(C=C3)O
img_0236.png,CC1=C(C(C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
img_0237.png,COC1=C(C=CC(=C1)C(CN)O)O
img_0238.png,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
img_0239.png,CC1(CCC(CC1)C(C)(C)NC(=O)CBr)NCC(COC2=CC=CC3=C2C=CN3)O
img_0240.png,CCCN(CCC1=CC=CC=C1)C2CCC3=C(C2)C=CC=C3O
img_0241.png,C=CCN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)O
img_0242.png,C1CNCC(C2=CC(=C(C=C21)O)O)C3=CC=CC=C3
img_0243.png,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br
img_0244.png,CCCC(C)C1(C(=O)NC(=NC1=O)S)CC
img_0245.png,COC1=C(C=CC(=C1)C(C(=O)O)O)O
img_0246.png,COC1=C2C3=C(CC4C5(C3(CCN4CC6CC6)C(O2)C(=O)CC5)O)C=C1
img_0247.png,CCCC1=CC(=O)OC2=C1C3=C(CCC(O3)(C)C)C4=C2C(C(C(O4)C)C)O
img_0248.png,C[N+]1(CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3)C
img_0249.png,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O
img_0250.png,CC12CCN(C1N(C3=C2C=C(C=C3)O)C)C
img_0251.png,CC1CCC2=C(CCCC2(C)C)C(C1=C)C3=C(C=CC(=C3)O)O
img_0252.png,CC1CCC2=C(CCCC2(C)C)C3=C1COC4(C3=CC(=O)C=C4)O
img_0253.png,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
img_0254.png,CC1CCC(C(C1)O)C(C)C
img_0255.png,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
img_0256.png,CC(=C)C1CCC(=CC1)C(=O)O
img_0257.png,CCCN1CCCC2C1CC3=C(C2)NN=C3
img_0258.png,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)[O-]
img_0259.png,CC(C)CCN(CC(C1CC2=CC=C(C=C2)OCCCCCC(=O)NC(C(=O)N1)C(C)C)O)S(=O)(=O)C3=CC=C(C=C3)N
img_0260.png,CCCCOC1=CC=C(C=C1)S(=O)(=O)N2CC(CC2C(=O)NO)NS(=O)(=O)C
img_0261.png,B(C(CC1=CC(=CC=C1)C(=O)O)NC(=O)CC2=CC=CC=C2)(O)O
img_0262.png,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(N3)COP(=O)(O)O)O)O
img_0263.png,C1=CC=C(C=C1)CCC(CS)C(=O)N=C(C2=CC=C(S2)CN3C=NN=N3)C(=O)O
img_0264.png,CN1C=C(N=C1C(=O)NC2=CN(C(=N2)C(=O)NC3=CN(C(=N3)C(=O)NCC[NH+](C)C)C)C)NC=O
img_0265.png,CN1C=C(N=C1C(=O)NC2=CN(C(=N2)C(=O)NC3=CN(C(=N3)C(=O)NCCN(C)C)C)C)NC=O
img_0266.png,C1CN2C3=CC=CC4=C3C=C(C=C4)OC5=C(C=CC(=C5)CN6C=NC=C6CNC1C2=O)C#N
img_0267.png,C1CN2C3=CC=CC4=C3C=C(C=C4)OC5=C(C=CC(=C5)CN6C=NC=C6CCNC1C2=O)C#N
img_0268.png,CC1(C(NC(S1)C(C(=O)NCC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3)C(=O)O)C
img_0269.png,CC(C)C(C1=NC=CN1)NC(=O)C(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OC(C)(C)C)O
img_0270.png,CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=C(C=C1)[N+](=O)[O-])N)O
img_0271.png,C1C(C1C(=O)O)C(C(=O)O)N
img_0272.png,CCC(C=O)C(CNS(=O)(=O)C1=CC=C(C=C1)C)C(=O)O
img_0273.png,CCC(C=O)C(CNS(=O)(=O)C1=CC=C(C=C1)[N+](=O)[O-])C(=O)O
img_0274.png,CCCCCCCCC=CC=CC(C)N
img_0275.png,CC(C)C(C(=O)N1CCCC1C(=O)NC(CC(=O)NS(=O)(=O)C)C=O)NC(=O)C2=CC3=CC=CC=C3C=C2
img_0276.png,CCC1C(N(C1=O)S(=O)(=O)C2=CC=C(C=C2)C)C(=O)O
